Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/9/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mozambique,MOZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.808872819,,,,,,,,,,1.175199986,,,,,,,,,,1.089699984,,,,,,,,,,0.8671,,,,,,,,,,,,,,,,0.8,0.8,,,,0.7,,,,,,,,
Mauritania,MRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.204843596,,,,,,,,,,0.344000012,,,,,0.344300002,,,,,,,,,0.7676,,,,,,0.665400028,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,
Mauritius,MUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.716666698,,,,,,,,,,3.951600075,,,,,3.299700022,,,,,3.122200012,,,,,3.34649992,,,,,,2.886600018,3.135099888,3.094799995,3.074599981,,,,,,,,,,,3,,,3.3,,,3.4,,,,,,,,
Malawi,MWI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.118730545,,,,,,,,,,1.538499951,,,,,,,,,,,,,,,,,,,0.841899991,1.550699949,,,,,,,,1.340000033,,,,,,,,,1.1,,,,1.3,,,,,,,,
Malaysia,MYS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.728132725,,,,,,,,,,3.469700098,,,,,3.346699953,,,,,,2.278300047,,,,2.557600021,,2.477900028,,2.33949995,2.130599976,2.093899965,2.06069994,2.029500008,2.021500111,2.029999971,2.009999991,,,,,1.8,,,,1.8,1.9,1.76,,1.8,1.8,1.79,1.9,,,1.9,,,,
Namibia,NAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,2.7,,,,,,,,,,
New Caledonia,NCL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.409490883,,,,,,,,,,0.494700015,,,,,0.495299995,,,,,,,,,,,,0.543900013,,,,,,,0.194600001,0.119999997,0.119999997,0.180000007,0.119999997,,,,,,,0.3,,,,,,,,,,0.3,,,,
Nigeria,NGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.418167114,,,,,,,,,,0.559800029,,,,,0.555800021,,,,,0.86619997,,,,,,,,6.370299816,,1.668200016,,,,,,,,,,1.2,,,,0.5,,,,,,,,,,,,,,,
Nicaragua,NIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.158236027,,,,,,,,,,2.280299902,,,,,2.411900043,,,,,,,,,,2.405999899,,,,1.826900005,1.82130003,,,1.799999952,,,1.480000019,,,,,,,0.899999976,0.9,0.9,1,0.9,0.9,,0.8,1.1,0.9,0.9,0.9,,,,,
Netherlands,NLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.800000191,5.699999809,5.699999809,5.599999905,5.400000095,5.300000191,5.199999809,5.199999809,5.099999905,5,4.8,4.7,4.6,4.5,4.5,4.5,4.8,4.7,4.3,4.7,,,,,,,,,,
Norway,NOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,5.900000095,5.699999809,5.300000191,4.800000191,4.599999905,4.400000095,4.300000191,4.199999809,4.099999905,4,4,4,4,3.900000095,3.8,3.8,5,5,5.2,5.2,5,4.9,3.5,3.3,4.3,4.2,4,3.9,,,,,,
Nepal,NPL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.115763798,,,,,,,,,,0.135299996,,,,,0.137700006,,,,,0.175600007,,,,,0.180199996,,0.226999998,0.239800006,0.244299993,0.243599996,0.237200007,0.242599994,0.238700002,0.232299998,0.170000002,0.159999996,0.170000002,,0.200000003,,0.2,0.15,,,,5,,,,,,0.3,,,,,,,
Nauru,NRU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,3.5,,,5,,,,,,,,,
New Zealand,NZL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,11.69999981,,,,,,,,,,10.80000019,,,,,,,,,,10.19999981,,,,,9.5,,,,,8.5,7.400000095,7.099999905,6.5,6.699999809,6.199999809,6.099999905,6.099999905,6.199999809,,,,6.2,,,,,,,,,2.3,,2.8,,,,,,
Oman,OMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.335125446,,,,,,,,,,,,,,,,,,,,1.620300055,1.607599974,,,,,,,,2.507200003,2.108799934,,,,,,,,2.200000048,,2.2,2.1,2,2,2.2,2.1,2.1,2,2,1.8,1.8,1.8,1.7,1.7,1.6,,,,,
Pakistan,PAK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.557261586,,,,,,,,,,0.520799994,,,,,0.526300013,,,,,0.573099971,0.569299996,,,,,0.5995,,,0.604300022,0.639999986,0.652199984,0.644699991,0.651499987,,,,,,,0.7,0.7,0.7,0.7,0.7,0.7,1.3,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,,,,,
Panama,PAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.775310755,,,,,,,,,,2.974100113,,,,,3.381700039,,,,,,,,,,3.353300095,,,,,2.5,,,2.700000048,,,2.210000038,,,,,,2.5,,2.4,2.2,2.3,2.3,2.3,2.3,2.4,2.2,2.3,2.3,,,,,,
Peru,PER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.411438942,,,,,,,,,,2.172800064,,,,,2.5,,,,,,,,,,1.684499979,,,,,1.413200021,,1.5,1.299999952,1.35710001,,1.470000029,,,,,,,1.399999976,0.9,,,1.2,1.5,1.6,1.5,1.5,1.5,1.5,1.6,,,,,
Philippines,PHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.838957667,,,,,,,,,,1.189800024,,,,,1.709499955,1.709400058,,,,1.708899975,,1.713500023,1.714699984,1.715299964,1.755699992,1.71420002,,,,1.391899943,1.274500012,1.370100021,1.071099997,,,,,,,,1,0.5,,,,0.5,0.5,0.5,0.5,0.5,1,,,,,,,,
Palau,PLW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,5.9,5,,4.9,4.8,,,,,,,,,
Papua New Guinea,PNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,6.602399826,,,,,4.943200111,,,,,5.544400215,,,,4.998300076,4.7354002,,,,3.329900026,4.024199963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.599999905,,,,,,,,,,5.199999809,,,,,,,,,,5.599999905,,,,,5.699999809,,,,,5.699999809,5.699999809,5.599999905,5.599999905,5.599999905,5.5,5.5,5.400000095,5.300000191,5.099999905,4.900000095,,5.599999905,6.7,6.7,6.5,6.5,6.4,6.6,6.7,6.5,6.5,6.5,6.5,,,,,,
Puerto Rico,PRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.319999933,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,,14.3,,13.2,,,,,,,
Portugal,PRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4.099999905,4.099999905,4.099999905,4,3.900000095,3.900000095,3.900000095,4,3.900000095,3.900000095,3.799999952,3.7,3.6,3.6,3.6,3.6,3.6,3.5,3.4,3.4,3.3,3.4,3.4,3.4,3.4,,,,,,
Paraguay,PRY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.389250755,,,,,,,,,,1.629400015,,,,,1.682999969,,,,,,,,,,,,,,1.32009995,0.932200015,,,1.299999952,0.600899994,,1.340000033,,,,,,1.200000048,,,1.2,1.3,1.3,1.3,1.3,1.3,1.3,,,,,,,,
French Polynesia,PYF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,5.531499863,,,,,,,,,,,2.939599991,,,,,,,,2.300299883,,,,,,,,1.649999976,,,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.5,1.4,1.4,1.2,1.2,1.2,1.4,1.2,,,,,
Romania,ROU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.273270607,,,,,,,,,,,,,,,,,,,,8.776200294,8.775099754,8.810700417,,8.895799637,8.940400124,8.94659996,8.950200081,8.942199707,8.93710041,8.919899941,8.922100067,7.862100124,7.869900227,7.69449997,7.639999867,7.559999943,7.380000114,7.309999943,7.309999943,7.7,7.7,7.7,6.7,6.7,6.8,6.7,6.5,6.6,6.6,6.3,6.1,6.2,6.3,,,,,,
Russian Federation,RUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,12.98159981,13.04629993,13.11760044,13.17520046,13.18620014,13.05529976,12.70199966,12.23429966,12.19589996,11.96119976,11.86999989,11.63000011,11.34000015,11.10999966,10.85000038,10.9,10.8,10.7,10.5,9.9,9.7,9.7,9.5,9.2,9,8.8,8.6,8.4,8.2,,,,,,
Rwanda,RWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.253999949,,,,,1.242599964,,,,,1.527999997,1.478099942,,,,,,,,0.867900014,1.65199995,,,,,,,,,,,,,,1.7,,1.6,1.6,,,,,,,,,,,,
South Asia,SAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.50630844,,,,,,,,,,0.585141625,,,,,0.626657087,,,,,0.729453377,0.731848958,,,,0.709082901,,0.70241017,,,,0.71941374,,,,,,,,,,,0.67765124,0.867379033,,0.813256917,,,,,,0.674261835,,,,,,,,
Saudi Arabia,SAU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.774723947,,,,,,,,,,1.181399941,,,,,,,,,,,1.458199978,,,,,,,,,2.496400118,,,,,,,2.299999952,,,2.3,3.2,2.2,2.2,2.2,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.2,2.7,,,,,
Sudan,SDN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.006500959,,,,,,,,,,1.042600036,,,,,0.993200004,,,,,0.890699983,0.870199978,,,,,,,,,1.088000059,,,,,,,,,,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,,,,,,
Senegal,SEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.313147187,,,,,,,,,,1.298499942,,,,,1.290099978,,,,,,,,,,,,,,0.523999989,0.729600012,,,,0.247500002,,0.449999988,,0.400000006,,,,,,,,,0.1,0.3,,,,,,,,,,,
Singapore,SGP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.392466545,,,,,,,,,,3.698299885,,,,,3.333300114,,,,,3.956500053,3.907999992,,,,,,,,,3.607800007,3.547199965,3.451400042,3.642699957,3.56520009,,,,,,,2.900000095,,2.8,,3.2,3.2,3.22,3.1,,,2,,2.1,,2.4,,,,
Solomon Islands,SLB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.330508709,,,,,,,,,,7.341599941,,,,,,,,,,,5.682899952,,,,,,,,,0.828100026,,2.748100042,,,,,,,,,,,2.2,,1.4,,,,,,,1.4,,,,,,,
Sierra Leone,SLE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.772869229,,,,,,,,,,0.925499976,,,,,0.906899989,,,,,1.21449995,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,
El Salvador,SLV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.183475494,,,,,,,,,,1.902400017,,,,,1.985000014,,,,,,,,,,,,,,,1.471099973,,,1.5,,,1.649999976,,,,,,,,,0.9,0.9,0.7,0.8,1.1,1,1,1.1,1.1,1.3,,,,,
San Marino,SMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,6.671999931,,,,6.820000172,6.768000126,6.699999809,6.65899992,7.657000065,7.445000172,7.159999847,,,,,,,,,,,,,,,,,,,,,3.85,3.8,,,,,,,
Somalia,SOM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.355319142,,,,,,,,,,1.355700016,,,,,1.422000051,,,,,,,,,,,,,0.906300008,,0.753499985,,,,,,,0.400000006,,,0.4,0.4,0.4,0.4,0.4,,,,,,,,,0.9,0.9,,,,,
Serbia,SRB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.7,5.5,5.5,5.4,5.6,5.6,5.7,,,,,,,
South Sudan,SSD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.399289032,,,,,,,,,,1.358614094,,,,,1.278676341,,,,,,,,,,,,,,,1.212575422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.575154117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,40.31545639,,,,,,,,,,26.71229935,,,,,,,,,,,,,,,,,,,,,4.737299919,,,,,,,,,,,,3.2,,,3.2,,,,,2.9,,,,,,,,
Suriname,SUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.510344982,,,,,,,,,,5.677400112,,,,,,,,,,8.926799774,,,,,,,,,,5.699999809,,,,,3.1,3.74000001,,,,3.9,3.599999905,,,3.1,,3.3,3.1,,2.6,3.1,,,,,,,,,
Slovak Republic,SVK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,8.95471,8.94222,8.95051,8.81316,8.81631,7.448200226,7.577899933,7.560900211,7.874000073,7.099299908,,8.300000191,8.100000382,8,8,7.8,7.7,7.6,7.2,6.9,6.8,6.7,6.8,6.6,6.5,6.4,6.1,5.9,5.8,,5.8,,,,
Slovenia,SVN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,6.952600002,,6.679500103,,6.500999928,6.326099873,6.26789999,6.215300083,6.138000011,6.063399792,6.040800095,6.011300087,5.936999798,5.800700188,5.776899815,5.75,5.659999847,5.670000076,5.619999886,5.550000191,5.4,5.2,5.1,5,4.8,4.8,4.8,4.7,4.7,4.6,4.6,4.6,4.5,4.6,,,,,,
Sweden,SWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,14.19999981,,,,,,,,,,15.30000019,,,,,,,,,,15.10000038,,,,,14.60000038,,,,,12.39999962,11.89999962,7.599999905,7,6.5,4.900000095,4.400000095,5.2,3.799999952,3.700000048,3.6,3.3,3.1,3.1,3,2.9,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,,,,,,
Eswatini,SWZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.944785237,,,,,,,,,,3.374700069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,2.1,,,,,,,,
Sint Maarten (Dutch part),SXM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.098321438,,,,,,,,,,6.492499828,,,,,4.949699879,,,,,,,,,,4.822000027,,,,6.283299923,,,,,,,,,,,,,,,,,5.7,,,3.9,,3.6,,,,,,,,
Syrian Arab Republic,SYR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.076737523,,,,,,,,,,0.993399978,,,,,1,,,,,1.104500055,1.145799994,,,,,,,,,1.086500049,,,,,,1.5,,1.5,1.399999976,1.4,1.4,1.4,1.5,1.5,1.3,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,,,,,
Turks and Caicos Islands,TCA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.697454333,,,,,,,,,,1.309999943,,,,,,,,,,,,,,,,,,,,,0.720099986,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,
Togo,TGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.265091896,,,,,,,,,,1.533300042,,,,,1.439900041,,,,,,,,,,,,,,,1.511100054,,,,,,,,,,,,,,,0.9,,,,,,0.7,,,,,,,,
Thailand,THA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.740034878,,,,,,,,,,1.137300014,,,,,1.111899972,,,,,1.535099983,,,,,,,,,,1.63259995,1.661299944,1.706699967,,,1.99000001,,,,2.200000048,2.2,,2.2,,,2.1,,,,,2.1,,,,,,,,,
Tajikistan,TJK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,10.64480019,10.64490032,10.65559959,10.67420006,10.62979984,10.66180038,10.96290016,11.24230003,10.68120003,8.941300392,8.199999809,7.46999979,7.21999979,6.909999847,6.800000191,6.5,6.4,6.3,6.1,6,5.9,6.1,5.4,5.3,5.2,5,4.9,4.8,4.8,,,,,,
Turkmenistan,TKM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,10.46049976,,,,,10.66800022,11.12220001,11.10499954,11.12930012,11.19340038,11.48499966,11.55500031,11.41530037,11.67889977,11.47070026,10.26000023,8.010000229,7.110000134,,,9.1,8.4,8.2,8.3,8.1,8.4,8.2,4.1,7.7,7.6,7.6,7.5,7.4,7.4,,,,,,
Timor-Leste,TLS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,,,,,,,,,
Tonga,TON,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.5,,,,,,,,,,2.592999935,,,,,,,,,,3.446799994,3.539400101,,,,,,,,,,,,,,,,,,,,3.200000048,,,2.4,,,,2.4,,2.6,,,,,,,,,
Trinidad and Tobago,TTO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.589560986,,,,,,,,,,4.943399906,,,,,4.985199928,,,,,,,,,,,5.03730011,,,,4,,,3.242599964,,3.8,5.110000134,,,,3.3,3.400000095,,3.3,,2.6,2.7,2.7,2.5,2.6,2.1,,2.7,2.7,3,,,,,
Tunisia,TUN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.467661619,,,,,,,,,,2.444299936,,,,,2.5,,,,,2.125799894,,,,,,,,,1.96570003,1.916700006,2.012300015,2.857300043,,1.761500001,,2,1.700000048,,,1.7,1.7,1.7,1.7,2.1,1.8,2,1.8,2,2.1,2.1,2.1,2.1,2.1,2.2,2.3,,,,
Turkey,TUR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.700000048,,,,,1.799999952,,,,,2,,,,,2,,,,,2.200000048,,,,,2.099999905,2.099999905,2.099999905,2.099999905,2.099999905,2.400000095,2.400000095,2.400000095,2.5,2.5,2.5,2.5,2.5,2.5,2.599999905,2.1,2.2,2.3,2.2,2.2,2.3,2.3,2.3,2.3,2.5,2.5,2.5,2.7,2.7,,,,,,
Tuvalu,TUV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.490445852,,,,,,,,,,,,,,,,1.431300044,,1.43719995,,1.397500038,,1.365800023,,1.30309999,,,,1.090399981,,1.024600029,,0.890299976,,,,,,,,,,,,,,1.1,,,,0.7,,,,,,,,,
Uganda,UGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.480798483,,,,,,,,,,1.558699965,,,,,1.648499966,,,,,,1.512500048,,,,,,,1.315400004,,,0.916199982,,,,,,,,,,,,,0.7,1,1.1,,,0.4,0.5,,,,,,,,,
Ukraine,UKR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,12.14350033,12.25329971,12.35779953,12.44480038,12.5909996,12.69499969,12.78759956,12.85060024,12.93039989,13.00640011,13.01309967,12.9691,12.72900009,12.47070026,12.30220032,11.89000034,10.84000015,9.369999886,9.039999962,8.949999809,8.8,8.8,8.9,8.8,8.7,8.7,8.7,8.7,8.7,9.4,9.4,9,8.9,8.8,,,,,,
Uruguay,URY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.511820316,,,,,,,,,,5.912700176,,,,,5.00180006,,,,,,,,,,3.245800018,,,,,4.522600174,,,4.5,,,4.389999867,,,,,,,1.899999976,,2.4,2.9,2.9,,,1.2,3,2.5,2.5,2.8,,,,,
United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.199999809,,,,,8.800000191,,,,,7.900000095,7.5,7.400000095,7.199999809,7.099999905,6.800000191,6.599999905,6.400000095,6.199999809,6.099999905,6,5.900000095,5.900000095,5.800000191,5.699999809,5.5,5.400000095,5.199999809,5.099999905,5,4.900000095,4.800000191,4.599999905,4.5,4.300000191,4.099999905,3.900000095,3.799999952,3.700000048,3.599999905,3.5,3.5,3.400000095,3.3,,3.2,3.1,3.1,3.1,3.1,3,2.9,2.9,2.9,,,,,,
Uzbekistan,UZB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,9.176300049,,,,,11.83419991,11.95569992,11.94569969,12.21619987,12.28509998,12.48279953,10.94729996,10.75409985,9.394200325,8.663299561,8.300000191,7.929999828,6.480000019,5.550000191,5.389999867,5.3,5.3,5.5,5.5,5.3,5.2,5.1,4.8,4.7,4.6,4.4,4.3,4.2,4,,,,,,
St. Vincent and the Grenadines,VCT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.824999809,,,,,,,,,,4.988599777,,,,,,,,,,,,,,,,,,,,4.699999809,,,5.015299797,,,1.850000024,,,,,4.7,4.5,4.5,4.5,4.5,,3,,,2.6,2.7,5.2,2.5,2.6,,,,,
"Venezuela, RB",VEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,0.342999995,0.331499994,0.342900008,,,,0.331900001,,0.370400012,0.358200014,0.372799993,2.693099976,2.700099945,2.59829998,2.499599934,,2.677900076,2.677599907,2.572999954,2.599999905,,,1.470000029,,,,,0.800000012,,0.9,,,,1.3,,1.1,,0.9,,,0.8,,,,,
British Virgin Islands,VGB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.800000191,,,,,,18.68000031,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,3.49729991,3.696099997,,,,,,,,3.301700115,3.832900047,,,,,,,1.669999957,,,,2.400000095,1.4,,2.8,2.6,2.66,,2.9,3.1,2,,2.5,,2.6,,,,,
Vanuatu,VUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.430769444,,,,,,,,,,10.73490047,,,,,,,,,,6.179399967,,,,,,,,,,,,,,,,,,,,,3.099999905,,3.7,,4.1,,,1.7,,,,,,,,,,,
World,WLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,3.078685762,,,,,2.397638309,,,,,3.595266813,,,,,4.125576251,,,,,3.649276241,3.429239079,,,,,,,,,,,2.875971367,3.058460452,,2.879349887,,,,,,2.704769281,,,,,,,,
Samoa,WSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5,,,,,,,,,,4.558199883,,,,,,,,,,4.496799946,4.363999844,,,,,,,,,,,,,,,,,,,3.299999952,,1.5,2.04,,1,,,,,,,,,,,,,,
Kosovo,XKX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.454545468,,,,,,,,,,0.809700012,,,,,0.865499973,,,,,,,,,,,,,,,0.836199999,,,,,,0.689999998,,0.600000024,,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,,,,,
South Africa,ZAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,
Zambia,ZMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.801655531,,,,,,,,,,3.161099911,,,,,3.336800098,,,,,,3.482199907,,,,,,,,,,,,,,,,,,,,,,,2,,,,1.9,,2,,,,,,,,,
Zimbabwe,ZWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.876646042,,,,,,,,,,3.495399952,,,,,3.313699961,,,,,3.00270009,,,,,1.393599987,,1.940799952,,,0.510500014,,,,,,,,,,,,,,,,3,,,,,1.7,,,,,,,,
